type,client,tx,amount
deposit,15,4385,556.1907
deposit,4,4386,33.8658
resolve,11,1041
dispute,10,1337
deposit,5,4389,9.2278
deposit,5,4390,48.8471
deposit,11,4391,79.1673
resolve,9,1718
deposit,20,4393,580.9300
deposit,14,4394,161.7086
withdrawal,10,4395,261.8063
deposit,15,4396,457.5338
dispute,19,2650
deposit,20,4398,415.8041
deposit,6,4399,346.1425
deposit,3,4400,17.8657
deposit,2,4401,49.2713
resolve,16,3668
deposit,14,4403,595.5632
resolve,17,1547
deposit,4,4405,11.2583
resolve,11,3247
deposit,3,4407,30.2130
deposit,15,4408,74.2953
deposit,2,4409,6.0876
withdrawal,15,4410,217.1034
deposit,7,4411,282.6903
deposit,2,4412,43.1647
resolve,20,2420
resolve,19,2768
deposit,10,4415,247.5945
deposit,2,4416,48.4073
resolve,20,2596
resolve,20,3265
deposit,17,4419,296.2765
resolve,6,3914
dispute,15,100
deposit,7,4422,267.0034
deposit,17,4423,146.0664
withdrawal,18,4424,214.2596
deposit,11,4425,310.9014
deposit,9,4426,463.4134
deposit,3,4427,16.4796
deposit,11,4428,149.7576
dispute,8,150
resolve,12,3951
resolve,16,2757
deposit,17,4432,507.5375
deposit,4,4433,46.9150
deposit,3,4434,13.5573
withdrawal,7,4435,186.1353
deposit,13,4436,73.8996
deposit,5,4437,43.8904
withdrawal,14,4438,249.8127
deposit,7,4439,258.4896
deposit,1,4440,27.8480
deposit,5,4441,39.6035
deposit,1,4442,23.6459
deposit,2,4443,10.7373
withdrawal,18,4444,327.1044
deposit,3,4445,4.4497
resolve,8,150
deposit,5,4447,48.4338
deposit,5,4448,4.0732
deposit,8,4449,477.3922
resolve,18,3815
deposit,20,4451,302.1418
dispute,16,2876
withdrawal,14,4453,149.8269
withdrawal,19,4454,276.1277
withdrawal,15,4455,27.1949
dispute,17,483
deposit,10,4457,560.0877
withdrawal,20,4458,347.8355
deposit,10,4459,509.4246
deposit,10,4460,551.8443
deposit,19,4461,57.3146
resolve,11,687
withdrawal,6,4463,60.8795
dispute,14,3296
withdrawal,20,4465,109.3297
deposit,1,4466,45.0089
deposit,8,4467,318.6432
resolve,13,87
deposit,3,4469,42.9023
deposit,10,4470,587.1086
deposit,4,4471,22.9907
deposit,4,4472,46.5216
deposit,18,4473,558.9610
resolve,14,3296
dispute,8,964
withdrawal,15,4476,253.7252
deposit,4,4477,26.2046
deposit,7,4478,269.7918
deposit,2,4479,30.1750
withdrawal,20,4480,228.8490
deposit,19,4481,409.3465
deposit,4,4482,38.4328
withdrawal,9,4483,310.6226
deposit,3,4484,9.4738
dispute,8,1300
withdrawal,17,4486,288.1062
deposit,14,4487,194.0375
withdrawal,15,4488,127.6369
resolve,11,3304
deposit,20,4490,595.3615
dispute,16,3736
deposit,4,4492,46.9080
deposit,17,4493,547.9864
dispute,10,3667
dispute,19,421
deposit,17,4496,420.6903
deposit,1,4497,3.1170
deposit,7,4498,595.5138
deposit,3,4499,33.1200
withdrawal,18,4500,128.5174
deposit,3,4501,42.7553
deposit,5,4502,16.4361
dispute,19,1488
deposit,4,4504,27.8576
withdrawal,16,4505,54.8728
deposit,6,4506,501.4992
dispute,12,1845
deposit,1,4508,25.1165
dispute,15,728
resolve,12,1845
deposit,20,4511,61.4037
deposit,19,4512,355.9461
withdrawal,18,4513,180.6482
withdrawal,19,4514,230.3767
resolve,16,3736
deposit,13,4516,130.9182
dispute,12,2950
resolve,16,319
resolve,6,2344
deposit,4,4520,21.9700
dispute,9,57
withdrawal,20,4522,190.6625
withdrawal,14,4523,317.7953
deposit,10,4524,480.3294
deposit,4,4525,28.7433
withdrawal,13,4526,150.3101
withdrawal,10,4527,345.9022
withdrawal,8,4528,97.9288
deposit,2,4529,8.7034
resolve,10,3667
dispute,10,2863
withdrawal,12,4532,259.1437
deposit,2,4533,15.5467
withdrawal,18,4534,287.6751
deposit,4,4535,27.0228
withdrawal,11,4536,353.2440
dispute,14,3806
resolve,8,1300
dispute,8,3507
deposit,2,4540,6.4620
deposit,20,4541,425.6193
resolve,6,272
deposit,18,4543,287.8054
resolve,10,2863
resolve,10,1337
resolve,11,1844
deposit,15,4547,262.5986
deposit,15,4548,434.0436
deposit,15,4549,92.1222
deposit,5,4550,40.8639
dispute,15,1432
deposit,20,4552,322.8438
withdrawal,19,4553,62.4526
resolve,12,2950
deposit,4,4555,34.3915
deposit,11,4556,11.0836
withdrawal,18,4557,381.9415
deposit,14,4558,302.8723
deposit,4,4559,31.0489
deposit,3,4560,28.8148
dispute,19,1048
deposit,1,4562,13.4838
deposit,13,4563,465.1688
withdrawal,17,4564,297.3409
deposit,1,4565,12.2881
deposit,20,4566,344.3843
dispute,11,1686
deposit,2,4568,9.4569
withdrawal,18,4569,369.1569
deposit,12,4570,549.2398
resolve,16,2876
deposit,20,4572,454.7698
deposit,1,4573,13.6882
dispute,12,2107
dispute,17,2956
deposit,2,4576,6.9765
withdrawal,14,4577,40.8772
dispute,16,1911
dispute,20,3644
dispute,16,423
deposit,19,4581,178.3217
deposit,3,4582,10.4318
resolve,13,3060
deposit,1,4584,45.5870
dispute,13,592
resolve,16,1911
deposit,12,4587,383.3796
dispute,7,73
deposit,10,4589,567.8311
withdrawal,20,4590,126.3741
deposit,6,4591,324.6398
deposit,5,4592,41.2262
dispute,9,3070
withdrawal,9,4594,18.5335
resolve,16,423
deposit,20,4596,319.8499
resolve,9,57
dispute,7,1503
deposit,2,4599,4.6902
withdrawal,20,4600,326.5188
deposit,11,4601,320.5527
deposit,14,4602,159.8573
deposit,1,4603,12.9041
deposit,1,4604,44.7515
deposit,4,4605,34.0103
deposit,9,4606,63.1596
resolve,7,73
withdrawal,10,4608,364.5408
deposit,11,4609,561.6945
resolve,9,3070
withdrawal,8,4611,309.7516
deposit,7,4612,467.5611
dispute,13,1768
deposit,1,4614,7.8419
deposit,5,4615,28.0110
resolve,17,483
deposit,2,4617,40.2280
deposit,1,4618,32.0227
dispute,18,4185
deposit,11,4620,476.2616
dispute,9,282
deposit,13,4622,478.7154
dispute,16,3016
withdrawal,14,4624,208.8368
resolve,13,1768
deposit,1,4626,8.3835
deposit,3,4627,29.0292
resolve,11,1686
deposit,16,4629,555.4270
deposit,8,4630,411.3296
deposit,19,4631,347.3187
resolve,18,4185
dispute,14,2655
deposit,9,4634,65.4539
resolve,8,964
deposit,13,4636,271.9434
resolve,14,2655
deposit,2,4638,20.1045
deposit,13,4639,66.3267
deposit,2,4640,40.1901
withdrawal,18,4641,317.9780
deposit,1,4642,35.6488
deposit,10,4643,140.5674
withdrawal,7,4644,229.8528
deposit,2,4645,41.6227
deposit,1,4646,12.4933
deposit,1,4647,7.9560
deposit,5,4648,36.2075
deposit,5,4649,41.8510
resolve,16,3016
dispute,11,1599
deposit,18,4652,181.8795
dispute,11,48
resolve,20,3644
deposit,19,4655,355.6813
deposit,12,4656,267.0670
dispute,16,1245
resolve,15,728
deposit,14,4659,550.3788
deposit,2,4660,11.4935
deposit,4,4661,17.5424
deposit,2,4662,34.1163
deposit,14,4663,359.5767
deposit,20,4664,486.1656
resolve,16,1245
deposit,12,4666,54.7208
deposit,4,4667,40.8920
deposit,4,4668,10.8765
deposit,17,4669,364.1594
deposit,14,4670,127.9043
deposit,2,4671,4.5079
deposit,2,4672,10.0730
deposit,12,4673,487.0847
withdrawal,20,4674,159.0154
deposit,11,4675,56.9910
deposit,15,4676,593.1023
deposit,3,4677,8.6967
dispute,14,451
resolve,15,100
resolve,7,1503
withdrawal,18,4681,267.5777
deposit,16,4682,368.8891
withdrawal,10,4683,274.0725
deposit,8,4684,451.9155
deposit,10,4685,565.1394
deposit,16,4686,63.7463
resolve,19,2783
deposit,9,4688,152.3985
deposit,2,4689,20.8711
deposit,5,4690,44.4846
withdrawal,15,4691,340.0779
withdrawal,9,4692,258.9505
deposit,2,4693,42.3576
deposit,2,4694,36.9360
withdrawal,20,4695,286.7119
deposit,8,4696,363.1380
deposit,7,4697,301.9073
deposit,5,4698,27.9702
deposit,4,4699,2.2977
dispute,16,1756
deposit,4,4701,22.4722
withdrawal,17,4702,219.2166
deposit,17,4703,394.7874
deposit,15,4704,292.7990
withdrawal,15,4705,71.6312
withdrawal,14,4706,318.7986
deposit,4,4707,14.2126
deposit,20,4708,525.2827
dispute,20,4490
deposit,4,4710,28.9558
withdrawal,17,4711,386.2604
deposit,17,4712,374.5955
deposit,4,4713,4.2648
deposit,13,4714,380.5232
resolve,9,282
deposit,2,4716,1.4973
deposit,3,4717,31.5320
deposit,3,4718,28.5264
deposit,1,4719,27.9083
resolve,12,2107
deposit,7,4721,388.9576
deposit,5,4722,18.6577
deposit,17,4723,551.8783
withdrawal,9,4724,108.8802
deposit,1,4725,8.1733
withdrawal,15,4726,163.4927
deposit,10,4727,388.6483
resolve,19,1488
withdrawal,10,4729,109.3320
deposit,13,4730,214.0053
deposit,5,4731,29.9056
dispute,12,1208
deposit,8,4733,192.5113
deposit,3,4734,33.1067
deposit,13,4735,485.7359
deposit,4,4736,41.8738
deposit,10,4737,109.5369
deposit,6,4738,34.2101
withdrawal,15,4739,87.2208
dispute,18,731
dispute,9,4384
deposit,5,4742,44.3036
deposit,4,4743,29.7572
deposit,16,4744,576.7253
deposit,20,4745,422.4479
dispute,11,2473
deposit,15,4747,365.1889
withdrawal,11,4748,116.5082
deposit,13,4749,576.1681
resolve,11,1599
deposit,14,4751,200.3433
withdrawal,20,4752,304.8798
deposit,1,4753,1.8311
deposit,5,4754,35.4633
withdrawal,18,4755,72.1753
deposit,15,4756,493.7850
deposit,11,4757,89.3526
dispute,9,3878
deposit,6,4759,169.2076
resolve,15,1432
deposit,17,4761,467.1571
resolve,20,4490
resolve,6,380
deposit,4,4764,25.1833
dispute,8,1998
deposit,1,4766,11.9061
withdrawal,17,4767,148.3974
deposit,15,4768,149.3299
deposit,5,4769,8.2342
deposit,19,4770,458.7031
deposit,8,4771,154.3119
dispute,15,3495
deposit,1,4773,41.4649
deposit,10,4774,446.9109
deposit,19,4775,180.2286
withdrawal,7,4776,113.0145
deposit,10,4777,454.5508
withdrawal,8,4778,71.6330
deposit,13,4779,502.8111
withdrawal,20,4780,179.2146
withdrawal,9,4781,304.2543
deposit,15,4782,156.5088
withdrawal,11,4783,274.6502
dispute,18,2381
resolve,16,1756
deposit,4,4786,14.9596
resolve,14,451
withdrawal,20,4788,65.2923
deposit,5,4789,28.9236
deposit,9,4790,572.2905
resolve,18,2381
dispute,17,580
withdrawal,16,4793,120.5752
deposit,9,4794,112.8331
deposit,3,4795,35.7857
withdrawal,20,4796,367.4843
withdrawal,6,4797,170.3707
withdrawal,6,4798,356.4951
withdrawal,14,4799,329.1510
withdrawal,16,4800,319.2608
withdrawal,9,4801,83.4538
dispute,6,272
deposit,7,4803,351.3230
deposit,15,4804,472.3570
deposit,2,4805,28.4636
dispute,20,2069
deposit,3,4807,2.9947
dispute,14,3636
withdrawal,11,4809,227.3796
deposit,18,4810,522.0441
deposit,5,4811,38.0296
withdrawal,9,4812,204.9040
resolve,17,580
withdrawal,16,4814,218.2676
deposit,5,4815,25.5511
deposit,6,4816,234.4987
deposit,13,4817,266.4772
resolve,10,2156
deposit,17,4819,293.5140
resolve,8,3507
deposit,2,4821,29.2908
resolve,9,4384
deposit,2,4823,18.4155
resolve,20,2069
deposit,4,4825,38.9344
deposit,4,4826,5.1309
withdrawal,10,4827,195.1358
deposit,12,4828,43.0883
withdrawal,15,4829,105.0866
deposit,4,4830,45.5670
deposit,10,4831,389.6336
resolve,6,272
withdrawal,12,4833,125.0411
deposit,18,4834,342.7514
dispute,11,322
deposit,1,4836,49.5674
withdrawal,8,4837,109.8966
withdrawal,14,4838,217.9312
resolve,14,3636
dispute,9,4212
deposit,8,4841,529.6441
resolve,14,3806
deposit,14,4843,253.5285
withdrawal,20,4844,89.5895
deposit,10,4845,464.6471
withdrawal,11,4846,283.5789
deposit,11,4847,21.3768
deposit,6,4848,166.7598
deposit,5,4849,44.5925
deposit,2,4850,1.3186
deposit,15,4851,166.5958
dispute,11,1041
deposit,8,4853,402.8500
deposit,5,4854,47.8492
dispute,7,4230
deposit,8,4856,30.2291
withdrawal,10,4857,269.3496
deposit,2,4858,4.3977
withdrawal,20,4859,315.6574
withdrawal,20,4860,112.8978
deposit,5,4861,8.2176
withdrawal,13,4862,48.3543
deposit,4,4863,42.8681
withdrawal,9,4864,174.7021
withdrawal,15,4865,157.8773
withdrawal,12,4866,88.4288
deposit,11,4867,134.3940
deposit,11,4868,535.4096
dispute,9,1278
resolve,13,3233
deposit,12,4871,586.0958
deposit,5,4872,42.6100
deposit,3,4873,46.1725
resolve,8,1998
deposit,1,4875,36.3002
deposit,8,4876,239.6256
deposit,10,4877,477.1989
resolve,17,2956
deposit,16,4879,233.6404
deposit,15,4880,88.7534
deposit,14,4881,529.7899
deposit,5,4882,27.9252
deposit,1,4883,21.4642
deposit,17,4884,408.8097
deposit,13,4885,293.0012
dispute,17,1433
deposit,1,4887,21.0756
deposit,2,4888,45.1207
resolve,17,1433
resolve,13,592
deposit,20,4891,564.3331
deposit,17,4892,541.2309
deposit,20,4893,365.4474
deposit,9,4894,16.9143
resolve,11,1041
withdrawal,15,4896,330.6988
dispute,14,397
deposit,8,4898,367.7090
deposit,3,4899,42.1874
withdrawal,16,4900,117.7895
resolve,19,1048
dispute,15,2567
deposit,3,4903,17.8645
withdrawal,10,4904,350.8342
withdrawal,18,4905,273.1753
withdrawal,7,4906,187.9836
dispute,15,208
deposit,8,4908,328.3797
dispute,8,2613
resolve,18,731
deposit,4,4911,29.0921
deposit,9,4912,247.8305
resolve,19,2650
resolve,12,1208
withdrawal,18,4915,187.9208
deposit,3,4916,34.5492
deposit,7,4917,491.1956
deposit,8,4918,550.3211
deposit,4,4919,34.6247
deposit,17,4920,321.1006
withdrawal,18,4921,152.0564
resolve,19,364
resolve,7,4230
deposit,5,4924,25.5968
deposit,17,4925,225.7523
deposit,9,4926,421.0356
withdrawal,8,4927,298.6928
withdrawal,10,4928,288.5600
withdrawal,14,4929,182.7193
deposit,5,4930,43.6543
withdrawal,6,4931,359.5624
deposit,7,4932,432.0348
dispute,10,3588
deposit,5,4934,26.8155
deposit,19,4935,259.0210
resolve,9,3878
resolve,8,2613
resolve,14,397
deposit,12,4939,501.9137
withdrawal,16,4940,12.5285
dispute,9,3224
deposit,7,4942,36.9631
deposit,1,4943,47.9371
withdrawal,8,4944,118.8447
deposit,20,4945,362.3768
resolve,13,4205
deposit,8,4947,432.8991
deposit,3,4948,19.2623
deposit,14,4949,314.3241
withdrawal,18,4950,80.2076
deposit,6,4951,465.8890
deposit,2,4952,31.6420
resolve,11,2473
dispute,12,1827
deposit,11,4955,384.7273
withdrawal,10,4956,126.5886
withdrawal,18,4957,45.5244
deposit,9,4958,481.5593
dispute,15,1456
deposit,20,4960,134.9165
withdrawal,8,4961,215.1592
deposit,5,4962,28.0619
withdrawal,20,4963,222.6547
withdrawal,7,4964,57.2469
deposit,14,4965,146.2371
deposit,18,4966,444.9014
dispute,13,3407
deposit,17,4968,253.8859
deposit,4,4969,44.2208
deposit,16,4970,325.8884
deposit,14,4971,570.7827
withdrawal,13,4972,195.9706
deposit,7,4973,30.3987
deposit,1,4974,28.6530
withdrawal,13,4975,95.7190
deposit,18,4976,187.1123
deposit,5,4977,22.3179
withdrawal,11,4978,382.1394
deposit,2,4979,23.3313
deposit,11,4980,289.7734
dispute,11,4847
dispute,9,1912
deposit,8,4983,33.6896
dispute,6,2255
deposit,17,4985,82.6023
deposit,16,4986,50.6904
deposit,7,4987,20.7062
deposit,1,4988,43.4316
deposit,20,4989,327.5661
deposit,20,4990,184.6226
deposit,10,4991,288.9556
dispute,18,633
dispute,8,4241
deposit,19,4994,146.8684
deposit,16,4995,412.8353
withdrawal,15,4996,268.4799
deposit,5,4997,33.0335
withdrawal,18,4998,230.2048
deposit,4,4999,47.1368
withdrawal,9,5000,245.9569
